Name;id;brewery_id;cat_id;style_id;Alcohol By Volume;International Bitterness Units;Standard Reference Method;Universal Product Code;filepath;Description;add_user;last_mod;Style;Category;Brewer;Address;City;State;Country;Coordinates;Website
Honey Lager Light;2855;1339;8;95;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Lager;North American Lager;Water Street Brewery;1101 North Water Street;Milwaukee;Wisconsin;United States;43.0448,-87.9114;
Sesquicentennial Light Ale;2875;553;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Fratellos Restaurant and Brewery;4301 West Wisconsin;Appleton;Wisconsin;United States;44.2678,-88.4731;
1809;169;458;-1;-1;5.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Doemens e.V.;Stefanusstrae 8;Grfelfing;Bayern;Germany;;
Premium Gold;635;828;8;95;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Lager;North American Lager;Marine Pub & Brewhouse;5820 Marine Drive;Burnaby;British Columbia;Canada;49.2055,-122.978;
Elysian Fields Pale Ale;690;496;3;26;4.8000001907000005;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Elysian Brewery & Public House;1221 East Pike Street;Seattle;Washington;United States;47.614,-122.316;http://www.elysianbrewing.com/
Riot Ale;783;494;3;26;7.5;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Elliott Bay Brewery and Pub;4720 California Avenue SW;Seattle;Washington;United States;47.5604,-122.387;
Pale;3679;1283;3;26;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Triple Rock Brewery;1920 Shattuck Avenue;Berkeley;California;United States;37.8734,-122.269;
Longshot Black Lager;3711;157;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Boston Beer Company;30 Germania Street;Boston;Massachusetts;United States;42.3144,-71.1034;http://www.samueladams.com/
Lancaster Milk Stout;3881;771;3;42;5.3000001907;0;0;0;;We are proud to offer one of the few surviving examples of this traditional English style sweet stout.  A bold dark ale, bursting with roasted barley dryness and mellowed by hints of chocolate and coffee.;0;2010-07-22T16:00:00-04:00;American-Style Stout;North American Ale;Lancaster Brewing Co.;302 N. Plum St.;Lancaster;Pennsylvania;United States;40.0438,-76.2984;http://www.lancasterbrewing.com/index.html
Scottish Ale;3394;666;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Hoffbrau Steaks Brewery #2;;Dallas;Texas;United States;32.803,-96.7699;
Venom;4494;470;3;26;5.5999999046;0;0;0;;This American-Style Pale Ale is aggressively hopped giving it a citrusy flavor and aroma. No antidote needed. This beer is dark-golden, medium-bodied and very â€œhoppy.â€ It is American-style because American-grown hops are used rather that European.;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;DuClaw;901 S. Bond St.;Baltimore;Maryland;United States;39.2807,-76.5944;http://www.duclaw.com/
Pilsner;1023;521;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Firehouse Brewery & Restaurant;;Red Oak;Iowa;United States;41.0117,-95.2272;
Thundermuck Stout;1099;124;3;42;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Stout;North American Ale;Bill's Tavern & Brewhouse;188 North Hemlock;Cannon Beach;Oregon;United States;45.8981,-123.961;
Pilsner;1142;440;8;95;4.9899997711;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Lager;North American Lager;Denver ChopHouse and Brewery;1735 19th Street #100;Denver;Colorado;United States;39.7553,-104.997;
Creamy Stout;1282;1180;3;42;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Stout;North American Ale;Sports City Cafe & Brewery;;La Jolla;California;United States;33.8575,-117.876;
Sweet Stout;1706;815;3;42;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Stout;North American Ale;Main Street Beer Company #1;;Richmond;Virginia;United States;37.543,-77.4691;
EOS Hefeweizen;99;901;4;50;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;South German-Style Hefeweizen;German Ale;Nebraska Brewing Company;7474 Towne Center Parkway #101;Papillion;Nebraska;United States;41.1339,-96.0307;
Troll Porter;127;623;2;25;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;Porter;Irish Ale;Hale's Ales #3;4301 Leary Way NW;Seattle;Washington;United States;47.6592,-122.366;
India Pale Ale;305;707;3;26;7.5;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Jack's Brewing;39176 Argonaut Way;Fremont;California;United States;37.5441,-121.988;
Amber Ale;438;1264;3;33;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Amber/Red Ale;North American Ale;Thunderhead Brewery #2;120 East Third Street;Grand Island;Nebraska;United States;40.9259,-98.3397;
Island Lager;641;598;8;95;5.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Lager;North American Lager;Granville Island Brewing Company;1441 Cartwright Street;Vancouver;British Columbia;Canada;34.396,-119.521;
Curve Ball;775;1030;-1;-1;4.8000001907000005;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Pyramid Alehouse, Brewery and Restaurant - Seattle;1201 First Avenue South;Seattle;Washington;United States;;
Porter;812;709;2;25;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;Porter;Irish Ale;Jaipur Restaurant and Brewpub;10922 Elm Street;Omaha;Nebraska;United States;41.2328,-96.0825;
Blonde Tradition;890;194;-1;-1;6.1999998093;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Brasserie La Binchoise;Rue Faubourg St Paul 38;Binche;Hainaut;Belgium;50.408,4.1659;
Kolsch;964;691;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Independence Brew Pub;1150 Filbert Street;Philadelphia;Pennsylvania;United States;39.9526,-75.1594;http://www.independencebrewpub.com/
Obliteration III;4102;858;3;32;7.5999999046;0;0;0;;"With passion and purpose, we present this series of hop-centric beers. Using different hop varieties and brewing techniques, we aim to capture bold, distinct hop characteristics in aroma, flavor and finish. While we explore the

world of hops, we invite you to learn along with us: these beers offer an incredible opportunity to experience the diversity of hops while engaging the palate and obliterating the senses.


Obliteration III is yet another dynamic Double IPA. Its aroma is pungent with fragrant notes of citrus, spice, pine and alcohol. A sturdy malt platform provides the perfect stage for showcasing these high alpha-acid hops, creating flavors and textures that entice then intrigue. Obliteration III finishes with poignant bitterness.";0;2010-07-22T16:00:00-04:00;Imperial or Double India Pale Ale;North American Ale;Midnight Sun Brewing Co.;8111 Dimond Hook Drive;Anchorage;Alaska;United States;61.1473,-149.844;http://www.midnightsunbrewing.com/
Avenue Ale;4238;1357;3;26;4.0999999046;0;0;0;;"2007 Maryland Governor's Cup Bronze Medal:

A golden colored ale with crisp malt character and a slightly spicy hop aroma. We use a good amount of wheat and some German malt in this one to give it a very refreshing taste. Avenue Ale is a true session beer, so sit down and prepare for a long one.";0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;White Marsh Brewing Company;8149 Honeygo Blvd;White Marsh;Maryland;United States;39.3722,-76.4638;http://www.redbrickstation.com/
Copper Ale;4345;959;3;38;0.0;0;0;0;;Copper Ale, a medium bodied, amber ale inspired by the Altbiers of Northern Germany. Brewed with six different malts, three hop varieties and our special house yeast, Copper Ale is characterized by a well-balanced blend of malty notes and mild bitterness.;0;2010-07-22T16:00:00-04:00;American-Style Brown Ale;North American Ale;Otter Creek Brewing & Wolaver's Organic Ales;793 Exchange Street;Middlebury;Vermont;United States;44.0197,-73.1693;http://www.ottercreekbrewing.com/
Heady Topper;4691;1244;3;32;8.0;0;0;0;;Is our double I.P.A.! Loaded with hops, this one will put hair on your chest.;0;2010-07-22T16:00:00-04:00;Imperial or Double India Pale Ale;North American Ale;The Alchemist;23 South Main Street;Waterbury;Vermont;United States;44.3372,-72.756;http://www.alchemistbeer.com/
Nutter Brown;4775;404;3;38;0.0;0;0;0;;Medium-bodied and light brown in color. This mild ale has a sweet maltiness and roasted character. Unlike English brown ales, this brown ale has a noticeably hoppy flavor from its Willamette hops. Donâ€™t be afraid to have a Nutter!;0;2010-07-22T16:00:00-04:00;American-Style Brown Ale;North American Ale;Coronado Brewing Company;170 Orange Avenue;Coronado;California;United States;32.6976,-117.173;http://www.coronadobrewingcompany.com/
Stone 10th Anniversery IPA;4801;1204;3;32;10.0;0;0;0;;Stone 10th Anniversary IPA harkens back to our earlier Anniversary Ales, with abundant hopping at many stages of the brewing process. Appropriately, the aroma is over-the-top, with pronounced piney and resiny hop flavors combined with tropical fruit esters and more subtle notes of toasted malts and alcohol. Our Stone 10th Anniversary Ale weighs in at 10% alcohol by volume (perfect for a 10th anniversary beer), and has a little more color and malt character than our other IPAs. In addition to using the new Summit hop variety in the brewhouse to provide the powerful bitterness, we went back through our records and found some of our favorite hops over the years, and used them to flavor this brew, including Chinook, Crystal, and large doses of Simcoe in the dry-hop to provide a huge, complex, piney, fruity and floral hop character. This is a colossal beer, big in every sense: hoppy, malty, rich, and strong! Right up our alley.;0;2010-07-22T16:00:00-04:00;Imperial or Double India Pale Ale;North American Ale;Stone Brewing Co.;1999 Citracado Parkway;Escondido;California;United States;33.1157,-117.12;http://www.stonebrew.com/
Red Seal Ale;5112;919;3;33;5.5;0;0;0;;Malt and hops are beautifully married in this full-bodied, copper-red Pale Ale. Red Seal is generously hopped for a long, spicy finish.;0;2010-07-22T16:00:00-04:00;American-Style Amber/Red Ale;North American Ale;North Coast Brewing Company;455 North Main Street;Fort Bragg;California;United States;39.4466,-123.806;http://www.northcoastbrewing.com/home.htm
Obliteration IV;5115;858;3;32;8.6999998093;0;0;0;;"With passion and purpose, we present this series of hop-centric beers. Using different hop varieties and brewing techniques, we aim to capture bold, distinct hop characteristics in aroma, flavor and finish. While we explore the

world of hops, we invite you to learn along with us: these beers offer an incredible opportunity to experience the diversity of hops while engaging the palate and obliterating the senses.


Obliteration IV is a tremendous Double Wheat beer. Its aroma is pungent with fragrant notes of citrus, spice, pine and alcohol. An even malt-to-wheat ratio provides a sturdy yet satisfying base for showcasing these high alpha-acid hops, creating flavors and textures that entice then intrigue. An American wheat beer yeast allows Obliteration IV to finish with unadulterated hop bitterness.";0;2010-07-22T16:00:00-04:00;Imperial or Double India Pale Ale;North American Ale;Midnight Sun Brewing Co.;8111 Dimond Hook Drive;Anchorage;Alaska;United States;61.1473,-149.844;http://www.midnightsunbrewing.com/
Estrella Levante Clasica;5897;1087;9;106;4.8000001907000005;0;0;0;;;524;2011-07-14T04:52:00-04:00;Baltic-Style Porter;Other Lager;S.A. Damm;;Barcelona;;Spain;41.3879,2.1699;http://www.estrelladamm.es/
Black Ops;5454;259;3;43;11.0;0;0;0;;Brooklyn Black Ops does not exist. However, if it did exist, it would be a robust stout concocted by the Brooklyn brewing team under cover of secrecy and hidden from everyone else at the brewery. Supposedly â€œBlack opsâ€ was aged for four months in bourbon barrels, bottled flat, and re-fermented with Champagne yeast, creating big chocolate and coffee flavors with a rich underpinning of vanilla-like oat notes. They say there are only 1,000 cases. We have no idea what theyâ€™re talking about.;0;2010-07-22T16:00:00-04:00;American-Style Imperial Stout;North American Ale;Brooklyn Brewery;79 North Eleventh Street;Brooklyn;New York;United States;40.7215,-73.9575;http://www.brooklynbrewery.com/
Standing Stone Lager;5457;1193;8;95;0.0;0;0;0;;A dry, crisp refreshing filtered lager.  A good balance between sweet malt and light bitter hops.  This beer is made with a Southern German lager yeast, Saaz, and Hershbrucker hops.;0;2010-07-22T16:00:00-04:00;American-Style Lager;North American Lager;Standing Stone Brewing Company;101 Oak Street;Ashland;Oregon;United States;42.1976,-122.715;http://www.standingstonebrewing.com/
Bear Tooth Ale;5624;885;3;38;6.1999998093;0;0;0;;A deep-red, full-bodied, malty ale heavily hopped with Centennial hops to produce a citrusy, spruce-like flavor and aroma. A final dose of Centennail hops in the conditioning tank lends an India Pale Ale-like aroma to the finished beer.;0;2010-07-22T16:00:00-04:00;American-Style Brown Ale;North American Ale;Moose's Tooth Pub and Pizzeria;3300 Old Seward Highway;Anchorage;Alaska;United States;61.1902,-149.869;http://www.moosestooth.net/
Buffalo Stout;3001;1147;3;42;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Stout;North American Ale;Sioux Falls Brewing;;Sioux Falls;South Dakota;United States;43.55,-96.7003;
Bubbaganoush Pale Ale;3233;529;3;26;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Flagstaff Brewing;16 East Route 66;Flagstaff;Arizona;United States;35.1973,-111.648;
Bigfoot 1997;3338;1142;-1;-1;9.6000003815;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Sierra Nevada Brewing Co.;1075 East 20th Street;Chico;California;United States;39.7246,-121.816;http://www.sierranevada.com/
Weizenberry;3523;1029;11;116;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;Light American Wheat Ale or Lager;Other Style;Pyramid Alehouse, Brewery and Restaurant - Berkeley;901 Gilman Street;Berkeley;California;United States;37.8806,-122.3;
Zima Clear;3838;399;-1;-1;5.0;0;0;0;;"Zima is redefining refreshment. Zima flavored malt beverages are a great choice for adult consumers who seek variety and new and different products. Zima was reformulated in 2007 and is available in three citrus-based flavors.


Zima is lighter in carbonation and alcohol content, making it more drinkable and lower in calories than the old formula.";0;2010-07-22T16:00:00-04:00;;;Coors Brewing - Golden Brewery;311 Tenth Street;Golden;Colorado;United States;39.7599,-105.219;http://www.coors.com
8;3911;6;5;60;8.0;0;0;0;;Moortgat's Maredsous 8 is a fine strong dubbel that is sweet when young but develops a stout like flavour as it ages.;0;2010-07-22T16:00:00-04:00;Belgian-Style Dubbel;Belgian and French Ale;Abbaye de Maredsous;Rue de Maredsous, 11;Dene;Namur;Belgium;50.3093,4.7646;http://www.maredsous10.be/
Canadian Lager Beer;1990;886;8;95;5.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Lager;North American Lager;Moosehead Breweries;89 Main Street West;Saint John;New Brunswick;Canada;45.2567,-66.096;
Shantytown Doppelbock;2316;1301;7;92;6.5;0;0;0;;"The sun barely breaks the horizon, the arctic winds bite, and snow blankets the land. Itâ€™s winter in Wisconsin! Throughout the area, youâ€™ll find armies of fisherman, clad in blaze orange parkas and snowmobile suits, dragging their crudely built ice shanties onto the frozen lakes. While they vary in size, shape and color, each shanty contains an enthusiast braving the cold; spinning their tall tales; staring deeply into that hole in the ice; and, of course, enjoying a Legendary Wisconsin Beer. Brewed in the fall to help you survive our Wisconsin winters.


Shantytown Doppelbock is brewed in the style of a German Doppelbock. Brown in color with malty sweetness and a full body.";0;2010-07-22T16:00:00-04:00;German-Style Doppelbock;German Lager;Tyranena Brewing;1025 Owen Street;Lake Mills;Wisconsin;United States;43.0862,-88.8967;http://www.tyranena.com
Norvig Ale;2667;489;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Elgood & Sons;Wisbech PE13 1LN;Wisbech;Cambridge;United Kingdom;52.6643,0.1595;
Groovy Beer;2726;1103;3;38;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Brown Ale;North American Ale;Sand Creek Brewing Company;320 Pierce St;Black River Falls;Wisconsin;United States;44.2929,-90.8511;http://www.sandcreekbrewing.com/
Pale Ale;2760;1200;3;26;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Stevens Point Brewery;2617 Water Street;Stevens Point;Wisconsin;United States;44.5104,-89.5734;
Snowshoe Ale;2785;907;3;38;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Brown Ale;North American Ale;New Glarus Brewing Company;2400 State Highway 69;New Glarus;Wisconsin;United States;42.8171,-89.6306;http://www.newglarusbrewing.com/
Woody Creek White;2972;540;5;67;4.8000001907000005;0;0;0;;"Our tribute to the town we consider to be ""Gonzo Ground Zero""... Woody Creek White is a traditional Belgian-style Wit Beer, brewed with unique ingredients like orange peel and coriander, resulting in a refreshing and slightly citrus flavor, perfect for the ""Dog Days of Summer"".";0;2010-07-22T16:00:00-04:00;Belgian-Style White;Belgian and French Ale;Flying Dog Brewery;2401 Blake St.;Denver;Colorado;United States;39.7582,-104.99;http://www.flyingdogales.com/
Scottish Ale;1495;347;1;15;5.8000001907000005;0;0;0;;;0;2010-07-22T16:00:00-04:00;Scotch Ale;British Ale;Carlyle Brewing;215 East State Street;Rockford;Illinois;United States;42.2689,-89.0907;
Bee Sting Honey Ale;1527;604;3;26;5.9000000954;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Great Divide Brewing;2201 Arapahoe Street;Denver;Colorado;United States;39.7539,-104.989;http://www.greatdivide.com/
PranQster Belgian Ale;1540;919;-1;-1;7.5999999046;0;0;0;;"Pranqster

Belgian Style Golden Ale


Belgian Ales represent the height of the brewers' art. Sophisticated brewing techniques, yeast blends and unique flavoring elements have elevated the beers of Belgium to the status enjoyed by wine in other countries.


PranQster follows in this tradition using a mixed culture of antique yeast strains that produce a floral nose, a full fruity flavor and a clean finish.


Available in 12oz 4 packs and 750 ml traditionally corked and wired bottles.


Vital Statistics

Style: Belgian Style

          Golden Ale

Color: Soft Gold

ABV: 7.6%

Bitterness: 20 IBU's


-http://www.northcoastbrewing.com/beer-Pranqster.htm";0;2010-07-22T16:00:00-04:00;;;North Coast Brewing Company;455 North Main Street;Fort Bragg;California;United States;39.4466,-123.806;http://www.northcoastbrewing.com/home.htm
Gouden Carolus NoÃ«l;1579;284;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Brouwerij Het Anker;Guido Gezellelaan 49;Mechelen;Antwerpen;Belgium;51.0325,4.473;http://www.hetanker.be/
KÃ¶lsch;1639;386;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Clner Hofbrau Frh;Am Hof 12-14;Kln;Nordrhein-Westfalen;Germany;50.9401,6.957;
Old Glory American Pale Ale;1818;603;3;26;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Great Dane Pub and Brewing #2;2980 Cahill Main;Fitchburg;Wisconsin;United States;43.0177,-89.4232;
Cologne Golden Ale;1933;1133;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Sherlock's Home;;Minnetonka;Minnesota;United States;44.9133,-93.5033;
Dunkel Weizen;3139;1230;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Tabernash Brewing;;Longmont;Colorado;United States;40.1672,-105.102;
Prime I.P.A.;3154;1236;3;26;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Taylor Brewing;717 East Butterfield Road;Lombard;Illinois;United States;41.8358,-88.0091;
Special Export;3293;565;8;95;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Lager;North American Lager;G. Heileman Brewing;;La Crosse;Wisconsin;United States;43.8014,-91.2396;
Light Ale;3414;1079;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Routh Street Brewery and Grille;;Dallas;Texas;United States;32.789,-96.7989;
The Mad Elf;3758;1286;-1;-1;11.0;0;0;0;;The Mad Elf, a cheerful creation to warm your heart and enlighten your tongue. The combination of Cherries, Honey, and Chocolate Malts delivers gentle fruits and subtle spices. Fermented and aged with a unique yeast, this ruby red beer has significant warming strength that underlies the pleasant character of this intriguing yet delicious Ale. The Mad Elf, a jolly and delicious beer for the Holidays.;0;2010-07-22T16:00:00-04:00;;;Troegs Brewing;800 Paxton Street;Harrisburg;Pennsylvania;United States;40.2559,-76.8715;http://www.troegs.com/
Old Milwaukee;3885;963;8;95;4.5999999046;0;0;0;;"Old Milwaukee. A trusted, high quality beer that continually receives the highest awards and accolades from Beer experts across America. Old Milwaukee has a long history of celebrating ""Blue Collar"" sensibility. Simply said, good beer at a fair price. Old Milwaukee has always represented America's core values: Honesty, integrity, hard work and love for your family.


Speaking of family, the Old Milwaukee Family has a beer that is right for you. Old Milwaukee when you want a full bodied, full flavor American Lager. OM Light when you are in the mood for a lighter tasting beer with fewer calories. And don't forget OMNA, our flavorful non-alcoholic beer for those moments when you want the taste of America' best tasting beer without the alcohol content.";0;2010-07-22T16:00:00-04:00;American-Style Lager;North American Lager;Pabst Brewing Company;PO Box 1661;San Antonio;Texas;United States;29.43,-98.49;http://www.pabst.com/
Pannepot;170;433;-1;-1;10.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;De Struise Brouwers;Woesten;Woesten;West-Vlaanderen;Belgium;50.9229,2.7518;http://www.struisebrouwers.be/
Pilsner;327;515;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Faultline Brewing #1;1235 Oakmead Parkway;Sunnyvale;California;United States;37.387,-121.993;
Boulevard Pale Ale;337;161;3;26;5.4000000954;0;0;0;;Boulevard Pale Ale is a smooth, fruity, well-balanced beer with year-round appeal. A variety of caramel malts impart a rich flavor and amber color, while liberal use of whole hops adds zest and aroma. Pale Ale is the first beer we brewed, and continues to be a perennial favorite.;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Boulevard Brewing Company;2501 Southwest Boulevard;Kansas City;Missouri;United States;39.0821,-94.5965;http://www.blvdbeer.com/
La Chouffe Golden Ale;363;167;5;65;8.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;Belgian-Style Pale Strong Ale;Belgian and French Ale;Brasserie D'Achouffe;Rue du Village 32;Houffalize-Achouffe;Luxembourg;Belgium;50.1507,5.7442;
Ungespundet Lager Hefetrub;435;70;-1;-1;5.1999998093;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Bamberger Mahr's-Bru;Wunderburg 10;Bamberg;Bayern;Germany;49.8901,10.9067;
Imperial Stout;703;1296;3;42;6.1999998093;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Stout;North American Ale;Twin Rivers Brewing;104 North Lewis Street;Monroe;Washington;United States;47.8559,-121.971;
Red Truck Ale;622;1237;3;33;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Amber/Red Ale;North American Ale;Taylor's Crossing Brewing;1025 Marine Drive;North Vancouver;British Columbia;Canada;49.3238,-123.102;
Firehouse Red;754;504;3;33;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Amber/Red Ale;North American Ale;Engine House #9;611 North Pine;Tacoma;Washington;United States;47.256,-122.473;
Buzz Beer;2079;809;3;26;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Mad Crab Restaurant and Brewery;;Strongsville;Ohio;United States;41.3145,-81.8357;
Wheat Beer;2160;258;8;95;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Lager;North American Lager;Broad Ripple Brewing;842 East 65th Street;Indianapolis;Indiana;United States;39.8735,-86.1427;
Barrel Select Pils;2171;605;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Great Lakes Brewing;2516 Market Avenue;Cleveland;Ohio;United States;41.4844,-81.7042;http://www.greatlakesbrewing.com
Weiss;2322;1230;4;50;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;South German-Style Hefeweizen;German Ale;Tabernash Brewing;;Longmont;Colorado;United States;40.1672,-105.102;
Moinette Blonde;2346;189;-1;-1;8.5;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Brasserie Dupont;Rue Basse 5;Tourpes;Hainaut;Belgium;50.5718,3.6508;
Ad Astra Ale;2541;556;3;38;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;American-Style Brown Ale;North American Ale;Free State Brewing;636 Massachusetts;Lawrence;Kansas;United States;38.9718,-95.2357;http://freestatebrewing.com/
Little Barley Bitter;1169;78;-1;-1;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;;;Barley John's Brewpub;781 Old Highway 8 SW;New Brighton;Minnesota;United States;45.036,-93.1984;
Potrero ESB;3982;2;1;4;5.1999998093;0;0;0;;Traditional English E.S.B. made with English malt and hops. Fruity aroma with an imparted tart flavor brought about by replicating the water profile in England at Burton on Trent.;0;2010-07-22T16:00:00-04:00;Special Bitter or Best Bitter;British Ale;21st Amendment Brewery Cafe;563 Second Street;San Francisco;California;United States;37.7825,-122.393;http://www.21st-amendment.com/
Chamomellow;4200;1072;3;26;0.0;0;0;0;;"Chamomellow is an herbal golden ale infused with chamomile, which provides an enticing floral aroma. Chamomile is one of the oldest garden herbs used by ancient Egyptians and other cultures to battle illness, promote calm and relieve anxiety, hence the name Chamomellow. Dedicated to Caleb McLoughlin, a revolutionary brewer who created this elixir at Rogues Issaquah Brewhouse and won a Gold medal in the Herbs & Spice category at the 2003 Great American Beer Festival.


Chamemollow is created from Northwest Harrington and Klages, and Maier Munich Malts (18% speciality grains, .19 lbs grain per bottle). Kent Golding and Cascade hops, and infused with Chamomile. Available in a limited edition 22-ounce bottles (originally as Test Batch 1 - Gold Medal Series), and on draft at Rogues six Public Houses.";0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Rogue Ales;2320 SE OSU Drive;Newport;Oregon;United States;44.6202,-124.052;http://www.rogue.com
Twisted Kilt Scotch Ale;4221;1255;1;15;5.0;0;0;0;;Caramelized sugars lend a unique flavor and aroma to this lightly hopped, malty smooth, Scottish Export Ale.;0;2010-07-22T16:00:00-04:00;Scotch Ale;British Ale;Thirsty Dog Brewing;529 Grant St. Suite B;Akron;Ohio;United States;41.0689,-81.5172;http://www.thirstydog.com
Grolsch Amber Ale;4242;616;4;57;5.3000001907;0;0;0;;;0;2010-07-22T16:00:00-04:00;German-Style Brown Ale/Altbier;German Ale;Grolsche Bierbrouwerij;Brouwerslaan 1;Enschede;Overijssel;Netherlands;52.2081,6.8163;http://www.grolsch.com
Pullman Porter;5199;929;2;25;0.0;0;0;0;;;0;2010-07-22T16:00:00-04:00;Porter;Irish Ale;Oak Creek Brewery;2050 Yavapai Dr;Sedona;Arizona;United States;34.8661,-111.796;http://oakcreekbrew.com/
HarvestÃ¶r Fresh Hop Ale;5243;787;3;26;7.1999998093;0;0;0;;Constant addition of fresh Cascade and Willamette hops from Bradâ€™s Stillwater hop garden during boil and fermentation process. Aromatic and caramel malts compliment the hop character for an incredibly balanced beer that celebrates the hop harvest without killing your tongue.;0;2010-07-22T16:00:00-04:00;American-Style Pale Ale;North American Ale;Lift Bridge Brewery;;Stillwater;Minnesota;United States;45.0565,-92.8222;http://www.liftbridgebrewery.com/
Brigantine Smoked Porter;5380;1168;2;25;8.5399999619;0;0;0;;Our Brigantine Smoked Porter, much like the high seas, can be a wild ride. This beer is dark brown and full bodied with roasted tones and a hint of chocolate. As if that weren't enough it finishes with a smoked flavor that seems right at home during cooler months here in Southern York County.;0;2010-07-22T16:00:00-04:00;Porter;Irish Ale;South County Brewing Co.;104 Mill St.;Fawn Grove;Pennsylvania;United States;39.7323,-76.4496;http://www.southcountybrewing.com/
Saison De Lente;5474;1246;5;74;6.5;0;0;0;;Our Spring Saison is light blonde in color with a fresh hoppiness and a wild and rustic Brettanomyces character. Lighter in color and alcohol than our Saison Rue, yet equally complex in its own way. Perfect for warmer weather and Spring celebrations.;0;2010-07-22T16:00:00-04:00;French & Belgian-Style Saison;Belgian and French Ale;The Bruery;715 Dunn Way;Placentia;California;United States;33.8614,-117.88;http://www.thebruery.com/
